,word,key_id,key_id_2,Hausdorff Distance,Euclidean Distance,IMED,First Three,Manhattan,Chessboard,SSIM,Three Longest
0,bread,4512057078579200,5301208245862400,101.04454463255303,0.32577840595248125,9.782608695652174,120.7393887677091,288,223,-5.223538843918155e-05,100.80178569846865
1,bread,4512177153114112,6334400226656256,35.11409973215888,0.06425482693964912,1.396551724137931,35.11409973215888,65,55,-6.8337010013550745e-06,52.80151512977634
2,bread,4517415574568960,5171456952500224,49.92995093127971,0.06854154874674517,7.148648648648648,49.92995093127971,210,118,-0.00013540855103392812,52.20153254455275
3,bread,4553981596532736,5760679489306624,109.77249200050075,0.1771963599546864,3.026315789473684,109.77249200050075,162,109,-2.3960056754135423e-05,161.19863522995473
4,bread,4561961628991488,5215576467177472,127.75758294520134,0.06767002381460273,25.155172413793103,127.75758294520134,127,70,-6.095455594394435e-05,127.75758294520134
5,bread,4588376130846720,5275074091286528,86.88498144098322,0.01214437577433267,15.76086956521739,86.88498144098322,83,66,-6.742925085982794e-05,86.88498144098322
6,bread,4603484299067392,5826439611940864,74.02702209328699,0.20365111779162365,5.14,74.02702209328699,167,152,-9.907018078567914e-06,74.02702209328699
7,bread,4603484299067392,6456419710664704,72.49827584156743,0.09372574773285604,13.39655172413793,94.89467845985885,107,75,8.104866445243795e-06,109.40292500660117
8,bread,4623583877791744,4601234612813824,99.62429422585637,0.05924967049312086,24.708333333333332,95.524865872714,112,74,-4.7762260321762086e-05,202.74368054269902
9,bread,4653333350449152,6697488574578688,110.11357772772621,0.46612049833226304,5.21875,110.11357772772621,227,216,1.1052093385856453e-05,110.11357772772621
10,bread,4656048642195456,6303531139072000,67.06713054842886,0.06178037003588269,23.25,67.06713054842886,79,64,-2.542205325872261e-05,67.06713054842886
11,bread,4673896848556032,4988894737072128,43.18564576337837,0.3447281870645932,29.227272727272727,62.289646009589745,212,179,-6.754495650245398e-06,48.33218389437829
12,bread,4674210850930688,6019556508172288,110.38568747804219,0.23714412736547064,16.134615384615383,110.38568747804219,349,230,-2.5645984605029774e-05,110.38568747804219
13,bread,4683017245163520,6471038269390848,98.18350166906862,0.10253019386183111,6.696428571428571,98.18350166906862,183,125,3.357873062943805e-05,98.18350166906862
14,bread,4693938105483264,6617681694294016,197.42846805868703,0.17767105469072347,52.611111111111114,197.42846805868703,104,84,1.804187455008915e-06,197.42846805868703
15,bread,4696621705068544,5690227727269888,49.24428900898052,0.18365478837734242,15.105263157894736,49.24428900898052,271,143,4.150652453839109e-05,49.24428900898052
16,bread,4705301078999040,4803424270942208,78.39005038906404,0.24811356021175118,22.517241379310345,86.68333173107735,349,210,-9.749159643530051e-05,78.39005038906404
17,bread,4705301078999040,5087658025943040,133.00375934536586,0.1952181760322853,35.43103448275862,133.00375934536586,307,182,-5.410749907857729e-05,133.00375934536586
18,bread,4706969170477056,6679387804008448,58.034472514187634,0.0743042414256923,12.068181818181818,58.034472514187634,63,46,2.1640518173523913e-06,58.034472514187634
19,bread,4712557224919040,5830382022819840,104.48444860360799,0.03751945829255659,15.32857142857143,104.48444860360799,78,54,2.0080141383385228e-05,92.02173656261873
20,bread,4762845570924544,4813886261821440,161.69724796668618,0.2410529435393799,40.39473684210526,161.69724796668618,246,127,-5.232548399131975e-05,161.69724796668618
21,bread,4774223929147392,6438204339126272,79.20858539325141,0.09828602121982931,9.870967741935484,79.20858539325141,133,131,-5.5734626450765284e-05,79.20858539325141
22,bread,4801654475980800,6291120428417024,77.41446893184762,0.12214188861731504,1.46,77.41446893184762,142,77,3.0480810379019436e-05,77.41446893184762
23,bread,4806635111317504,4685170688917504,48.82622246293481,0.13274758549128754,4.589285714285714,48.82622246293481,187,108,-5.762900475620892e-05,48.82622246293481
24,bread,4808817424465920,5883436562644992,159.15401345866212,0.2196955972510124,42.92857142857143,159.15401345866212,228,168,4.339702099930053e-06,159.15401345866212
25,bread,4823807099404288,6706496714833920,75.39230729988306,0.0859337120816385,10.513513513513514,75.39230729988306,229,194,5.4487218099401785e-06,75.39230729988306
26,bread,4835178172121088,6368627156582400,166.19265928433782,0.2050929061112895,30.02,166.19265928433782,191,117,-2.498376528238611e-05,166.19265928433782
27,bread,4871156911833088,6133755125170176,152.45327152934436,0.052131734267312824,3.6486486486486487,152.45327152934436,128,115,1.688949178613595e-05,152.45327152934436
28,bread,4883190625861632,4906501724438528,175.524927004685,0.17967950666265647,29.178571428571427,175.524927004685,198,110,3.3575362193277694e-06,175.524927004685
29,bread,4925687158800384,6100771890266112,60.29925372672534,0.15140108569693558,32.47727272727273,60.29925372672534,100,93,-1.9933332397663336e-06,60.29925372672534
30,bread,4936112269164544,4755338572070912,88.56635930193812,0.01344978275844833,9.838709677419354,88.56635930193812,45,36,-1.3255563061782474e-05,72.78049189171504
31,bread,4937218844000256,6314443111661568,49.76946855251722,0.11796102226863647,6.840909090909091,51.92301994298868,135,85,7.122041659278458e-06,35.34119409414458
32,bread,4945893591613440,5846668555583488,179.0111728356641,0.0970465258473767,12.06060606060606,179.0111728356641,134,121,-1.6064421813083906e-05,179.0111728356641
